tracking_number,code
0120132000670055,500
0120132000681862,500
0215142000456617,500
0806542000789435,500
0215142000453556,500
0215142000456047,500
0215142000466640,500
0215142000466665,500
0606802000015104,500
0806542000820057,500
0120132000685137,500
0215142000447251,500
0215142000447251,500
0806542000797602,500
0120132000672598,500
0120132000681797,500
0120132000700290,500
0120132000700290,500
0120132000681821,500
0215142000460981,500
0806542000785946,500
0806542000828258,500
0215142000459736,500
0120142000074265,500
0120142000077367,500
0215142000465550,500
0215142000451097,500
0120132000670154,500
0215142000449414,500
0120142000077805,500
5408072000032538,500
0215142000456690,500
0120132000687737,500
0215142000463068,500
0120132000665816,500
0806542000789815,500
0120142000074836,500
0120142000074836,500
0215142000455544,500
0215142000455544,500
0215142000455544,500
0806542000785623,500
0806542000789823,500
0120132000687786,500
0215142000453572,500
0806542000796554,500
0806542000798527,500
0806542000786969,500
0806542000796521,500
0120142000074877,500
0215142000448374,500
0806542000794922,500
0215142000456674,500
0806542000795333,500
0120132000681904,500
0120132000681904,500
0120132000687844,500
5408072000032132,500
0120132000666608,500
0806542000789773,500
0806542000787710,500
0806542000789807,500
0806542000786274,500
0120132000677936,500
0120132000687810,500
0120132000685244,500
0120132000685244,500
0806542000789906,500
0215152000060988,500
0215142000447756,500
0806542000793213,500
0120132000666624,500
0120132000677100,500
0215142000448200,500
0215142000449992,500
0215142000458589,500
0215142000450578,500
0215142000450578,500
0215142000450578,500
0215142000448382,500
5806712000006515,500
0806542000788221,500
0806542000785904,500
0806542000791977,500
0120132000677142,500
0806542000787793,500
0806542000820198,500
0806542000802832,500
0806542000787819,500
0806542000820230,500
5408072000032884,500
0120132000687836,500
0806542000785912,500
0120132000686176,500
0215152000062133,500
0806542000789997,500
0215142000447814,500
0806542000789872,500
0120142000075569,500
0806542000795002,500
5806712000006655,500
0120132000671228,500
5806712000006556,500
0806542000787843,500
0215142000451964,500
0806542000785938,500
0806542000806726,500
0215142000465840,500
0215142000474552,500
0806542000790037,500
0806542000796026,500
0806542000786373,500
0806542000828357,500
0806542000807849,500
0120132000687919,500
0806542000807823,500
0215142000459686,500
5408082000004353,500
0806542000799616,500
0120132000671251,500
0215142000454133,500
0215152000061721,500
0215152000061721,500
0120132000681946,500
0806542000800299,500
0120132000687927,500
0806542000810991,500
0120132000681953,500
0215142000452012,500
0120132000687968,500
0215142000450396,500
0120132000673273,500
0120142000078746,500
0215142000463357,500
0806542000789948,500
0806542000793437,500
0215142000457367,500
0215142000457367,500
0120132000680559,500
0120132000688016,500
0806542000792645,500
0120132000671541,500
0120132000671541,500
0215142000456765,500
0120132000672085,500
0215142000458225,500
0215142000450347,500
0708082000001100,500
0708082000001100,500
0120132000678009,500
0120132000688040,500
0120132000678249,500
0806542000809555,500
0120132000685368,500
0806542000807948,500
0120132000672713,500
0806542000800174,500
0120132000673323,500
0120132000672135,500
0806552000062832,500
0215142000456351,500
0120142000076013,500
0806542000790185,500
0120132000685384,500
0806542000790128,500
0806542000790318,500
0806542000799715,500
0806542000795770,500
0806552000061800,500
0120142000076021,500
0120142000076021,500
0215142000450354,500
0215142000452210,500
0806542000800026,500
0120132000670584,500
0806542000788049,500
0806542000800125,500
0806542000793916,500
0120132000686424,500
0120132000671731,500
0120132000670618,500
0806542000820271,500
0806542000811189,500
0120132000678751,500
0120132000689600,500
0806542000800240,500
0120132000688115,500
0120132000688115,500
0215142000464421,500
0215142000453655,500
0606802000014917,500
0606802000014917,500
0215142000457672,500
0120132000673398,500
0215142000457680,500
0120132000672630,500
0120132000686697,500
0120132000689626,500
0215142000458233,500
0120132000688172,500
6304192000001482,500
0120132000672671,500
0120132000672671,500
0120132000672671,500
0606802000013760,500
0120132000672820,500
0120132000706800,500
0806542000792157,500
0120132000685806,500
0120132000685806,500
0606812000003992,500
0215142000460585,500
0215142000452764,500
0215142000451147,500
0120132000686119,500
0120132000686119,500
0215142000451998,500
0120132000686721,500
0120132000686721,500
0806542000799731,500
0806542000828514,500
0806542000793551,500
0120132000680674,500
0806542000845187,500
0806542000790540,500
0806542000828563,500
0215142000455940,500
0120132000680575,500
0806542000811114,500
0215142000452343,500
0215142000458399,500
5806712000006564,500
5806712000006564,500
0806542000795366,500
0120132000670725,500
5408072000032652,500
0806542000798543,500
0806552000063202,500
5408082000004312,500
0806542000820420,500
0120132000682092,500
0806542000797834,500
0215152000062661,500
0120132000679775,500
0806542000812922,500
0806542000793577,500
0215142000461211,500
0806542000796695,500
0120132000689691,500
0806542000799814,500
0806542000799830,500
0120132000679783,500
0215142000455981,500
0120132000688263,500
0120132000673471,500
0215142000470477,500
0806542000828647,500
0806542000811387,500
0120132000674867,500
0806542000812575,500
0708082000001126,500
0806542000796836,500
0215142000460320,500
0120132000677027,500
0120132000677027,500
0120132000694774,500
0215142000462946,500
0606802000014461,500
0806542000795739,500
0215142000456294,500
0215142000456294,500
0120132000677456,500
0120132000677456,500
0120132000692117,500
0215142000453879,500
0215142000453879,500
0215142000460304,500
0215142000454828,500
0806542000813284,500
0806542000802477,500
0215142000461039,500
0215142000457714,500
0806542000795598,500
0120132000679874,500
0215142000457730,500
0806542000802485,500
0806542000802535,500
0806542000811528,500
0120132000682134,500
0120132000686895,500
0806542000808110,500
0806542000813227,500
0806542000800257,500
0215142000459850,500
0120132000690178,500
0806542000813235,500
0215142000460924,500
0215142000455213,500
0120132000682670,500
0215142000465022,500
0120132000689758,500
0120132000689808,500
0215142000470451,500
0120132000685681,500
0120132000706784,500
0120142000077565,500
0806542000798915,500
0806542000798352,500
0215142000463944,500
1706672000000795,500
0806542000802444,500
0806542000800273,500
0120132000699401,500
0215142000456963,500
0806542000811627,500
0215142000458241,500
0806542000801248,500
0215142000472192,500
0120132000696225,500
0806542000813409,500
0806542000801214,500
0120132000702528,500
0215142000464462,500
0120132000688446,500
0120132000688446,500
0120132000688446,500
0120132000688446,500
0806542000813789,500
0806542000813839,500
0215142000458860,500
0215142000468067,500
0120132000709192,500
0806542000808318,500
0806542000820636,500
0120132000694378,500
0215142000460791,500
0120132000693073,500
0806542000829868,500
0120132000691572,500
0806542000801222,500
0120132000694865,500
0806542000801784,500
0215142000465295,500
0806542000811759,500
0120132000699773,500
0120132000685467,500
0806542000811775,500
0806542000808185,500
0215142000460254,500
0215142000467002,500
0215142000464173,500
0215152000063099,500
0806542000807419,500
0215142000469115,500
0120132000698189,500
0120132000691465,500
0806542000801818,500
0806542000816915,500
0806542000802626,500
0120132000698627,500
0120132000690509,500
0215142000461245,500
0215142000460692,500
0120132000690921,500
0120132000690921,500
0120132000698874,500
0806542000813888,500
0215142000469875,500
0120142000078944,500
0120142000078944,500
0806542000811841,500
0120132000689840,500
0215142000460387,500
0215152000063164,500
0215152000063180,500
0120132000693222,500
0215142000474081,500
0806542000812476,500
0120142000078290,500
0215142000465352,500
0120132000699260,500
0606802000014354,500
0806542000807286,500
0120132000702460,500
0215142000462219,500
0806542000820792,500
0806542000806973,500
0806542000807047,500
0806542000807302,500
0120132000694931,500
0215142000471681,500
0806542000808722,500
0120132000690061,500
0806542000820818,500
0120132000694881,500
0806542000807187,500
0215142000464033,500
0120132000696332,500
0215142000462284,500
0120132000696928,500
0806542000807435,500
0120132000702700,500
0120132000700555,500
0606802000014693,500
0806542000807567,500
0806542000807518,500
0806542000818101,500
0120132000699435,500
0806542000807559,500
0120132000690616,500
0215142000468703,500
0806542000807625,500
0806552000062972,500
0120132000696746,500
0120132000695151,500
0806542000820891,500
0120132000692661,500
0120132000692661,500
0120132000690541,500
0215142000463985,500
0215142000474131,500
0120132000701041,500
0606802000015013,500
0806542000808672,500
0120142000078282,500
0215142000464298,500
0806542000818663,500
0120132000690210,500
0120132000695193,500
0120132000695193,500
0215142000471723,500
0120132000692067,500
0806542000820958,500
0215142000464637,500
0215142000464280,500
0215142000469693,500
0806542000808730,500
0215142000464306,500
0215142000469743,500
0215142000469743,500
0215142000469750,500
0215142000469800,500
0120132000692158,500
0215142000476524,500
0120132000696340,500
0806542000816386,500
0215142000465204,500
0120132000692042,500
0120132000692042,500
0806542000814506,500
0215142000471715,500
0120132000697579,500
5408072000034146,500
0215142000471152,500
0806542000812864,500
0215142000467663,500
0120132000692133,500
0806542000814704,500
0120132000701439,500
0215152000063594,500
0806542000823333,500
0120132000702890,500
0215142000476698,500
0120132000701512,500
0806542000821048,500
0120132000694915,500
0215142000473232,500
0215152000065698,500
0215152000065698,500
0120132000693529,500
0120132000695730,500
0120132000691762,500
0215142000469941,500
0120132000691044,500
0215142000471673,500
0120132000692109,500
0215142000469925,500
0215142000467200,500
0120132000695912,500
0806542000817293,500
5408072000033502,500
0215142000469669,500
0120132000697132,500
0215142000468018,500
0215142000467234,500
0120132000691051,500
0120132000697165,500
0120132000706685,500
0215142000468182,500
0215142000474016,500
0120132000691101,500
0215142000474180,500
0215152000063198,500
0806542000812237,500
0215142000473992,500
0806542000821121,500
0215142000476144,500
0215152000064170,500
0215152000064170,500
0120132000691150,500
5408072000033551,500
0120132000699534,500
0215142000467176,500
0806542000822459,500
0120132000697264,500
0215142000474222,500
0120132000692778,500
0120132000698999,500
0120132000698999,500
0708082000001373,500
0120132000699559,500
0215142000468257,500
0215142000468257,500
0215142000468257,500
0215142000468257,500
0120132000701066,500
0120132000701066,500
0806542000818903,500
0806542000819018,500
0806542000819067,500
0806542000821287,500
0215142000468620,500
0120132000701546,500
0215142000470758,500
0806542000815776,500
0806542000821337,500
0806542000823101,500
0120132000700712,500
0806542000815396,500
0806542000825155,500
0120132000696613,500
0120132000696613,500
0120132000696613,500
0120132000696613,500
0120132000703427,500
0806542000818440,500
0215142000476359,500
0215142000475336,500
0806542000825080,500
0120132000695441,500
0806542000815230,500
0806542000822301,500
0806542000815263,500
0806542000817731,500
0120132000700795,500
0120132000699666,500
0215142000468091,500
0120132000696829,500
0120132000698650,500
0806542000816931,500
0215142000470428,500
0120132000703161,500
0215142000469412,500
0215142000471004,500
0215152000063867,500
0120132000694758,500
0120132000694758,500
0215142000470923,500
0806542000822137,500
0215142000474271,500
0806542000817848,500
0806542000818531,500
0215142000471921,500
0215142000470501,500
0120132000695458,500
0120132000699682,500
0120132000697595,500
0806542000821485,500
0215142000470972,500
0215152000063396,500
0120132000701660,500
0120132000699740,500
5806712000006846,500
0215142000471319,500
0120132000706768,500
0806542000821543,500
0215142000473190,500
0806542000824679,500
0806542000824547,500
0120132000697611,500
0120132000698304,500
0806542000822525,500
0806542000823713,500
0120132000697785,500
0215142000471103,500
0806542000826393,500
0806542000827383,500
5408072000034476,500
0215142000473968,500
2506882000000147,500
2506882000000147,500
0120132000707543,500
0120132000703732,500
0215142000472952,500
0120132000699997,500
0120132000709143,500
0806542000824992,500
0806542000827268,500
0215142000473091,500
0120132000704169,500
0215142000477910,500
0806542000825601,500
0215142000473315,500
0120132000707196,500
0120142000079694,500
0215142000473018,500
0806542000825379,500
0120132000704300,500
0806542000827201,500
0215142000476649,500
0215142000476557,500
0806542000827656,500
0215142000476433,500
0606802000015450,500
0215142000473794,500
0806542000827672,500
0120132000706560,500
0120132000706560,500
0120132000706560,500
0215142000473596,500
0215142000473547,500
0120132000706941,500
0120132000708897,500
0120132000708897,500
0806542000828761,500
0215142000474628,500
0215142000476722,500
0806542000828993,500
0806542000830619,500
0215142000476532,500
0215142000476581,500
0806542000839198,500
0806542000840899,500
0806542000828837,500
0120132000707030,500
0806542000828035,500
0806542000830791,500
0215142000478058,500
0806542000829579,500
0806542000830254,500
0806542000834975,500
0215142000477928,500
0806542000830270,500
0806542000830841,500
0120132000704664,500
0215142000477845,500
0806542000835956,500
0120132000713285,500
0120132000709929,500
0215152000065706,500
0806542000835246,500
0215142000479288,500
0120132000709283,500
0120132000705927,500
0120132000710075,500
0120132000706263,500
0806542000839495,500
0215142000477746,500
0215142000477746,500
0215142000477621,500
0215152000064113,500
0215142000478520,500
0120132000707477,500
0215142000478553,500
0120132000710729,500
0120132000710729,500
0120132000710729,500
0120132000710729,500
0606802000015146,500
0120132000710620,500
0806542000839917,500
0120132000709366,500
0215142000479973,500
0215142000480369,500
0806542000841137,500
0215142000480591,500
0215142000480591,500
5806712000006994,500
0806542000843638,500
0120132000722443,500
0120132000715454,500
0215152000065243,500
0215152000065243,500
0215142000488289,500
0806542000849056,500
0806542000854510,500
0215142000494295,500
0215142000485467,500
0215142000488693,500
0120132000721551,500
0215142000492943,500
0215142000491770,500
